corsi_di_laurea	corsi	id	name	surname	phone	email	office_address	office_number
Corso di Laurea in Tecniche di Laboratorio Biomedico	adipisci non eius	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	quaerat et corporis	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	et rem natus	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	magni vitae exercitationem	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane	doloribus debitis eveniet	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea Magistrale in Linguistica	quia non rerum	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea in Biologia molecolare	expedita praesentium alias	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea in Scienze naturali	enim ducimus consequatur	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea Magistrale in Biologia marina	qui non sit	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea in Fisica	aliquid aut excepturi	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea Magistrale in Astronomia	voluptatum soluta sed	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	placeat est repellat	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea Magistrale in Ingegneria Civile	ipsa dolores quis	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea in Ingegneria Informatica	voluptatem fugiat corporis	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea in Dietistica	distinctio labore omnis	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea in Infermieristica	sed possimus expedita	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea in Infermieristica	impedit qui ipsum	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea in Educazione Professionale	perspiciatis voluptates veniam	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	optio odit necessitatibus	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	at ex perferendis	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea in Chimica Industriale	qui expedita qui	40	Vitalba	Rossetti	NULL	zelida.amato@libero.it	Borgo Elga 89	132
Corso di Laurea Magistrale in Biologia molecolare	est voluptas reiciendis	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea Magistrale in Ingegneria Informatica	aliquid ducimus optio	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea in Educazione Professionale	laboriosam dolorum aut	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	molestiae incidunt facilis	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea in Economia	sint quam unde	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea in Relazioni Internazionali e Diritti Umani	officia et soluta	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea in Relazioni Internazionali e Diritti Umani	ut quo ducimus	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea Magistrale in European and Global Studies	voluptas consequatur sit	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane	enim et rerum	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea Magistrale in Linguistica	et fugit occaecati	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea Magistrale in Linguistica	reprehenderit cupiditate quia	41	Luce	Donati	+87 2645 09216603	testa.odino@costa.it	Borgo Elga 89	111
Corso di Laurea in Scienze naturali	adipisci corrupti quia	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea Magistrale in Biotecnologie industriali	consectetur dolorem earum	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	reiciendis aut corporis	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea in Ingegneria Edile - Architettura	aut architecto ad	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea in Ingegneria Biomedica	cum debitis assumenda	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea Magistrale in Bioingegneria	natus soluta eum	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea in Educazione Professionale	et rerum iste	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea Magistrale in Economia e Diritto	nam ratione officiis	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea in Scienze Politiche	sint et perferendis	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia	porro illo ea	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	quidem vero eaque	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	exercitationem ea omnis	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea Magistrale in Linguistica	id rerum inventore	42	Vania	Martino	NULL	leone.leone@rizzo.it	Borgo Martino 82 Appartamento 07	33
Corso di Laurea Magistrale in Biologia sanitaria	omnis iste et	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea in Ingegneria Edile - Architettura	quod et non	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea in Ingegneria dell'Informazione	voluptatem quibusdam fugit	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea Magistrale in Bioingegneria	ab ex est	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea in Informatica	sunt animi enim	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea in Tecniche di Radiologia Medica	quia voluptatibus nisi	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea in Educazione Professionale	eligendi rerum cum	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	ut ut laboriosam	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea in Scienze Politiche	est consequuntur qui	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea in Statistica per le Tecnologie e le Scienze	et deserunt vitae	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	nisi suscipit impedit	43	Penelope	Bruno	NULL	htesta@milani.com	Rotonda Martinelli 309	163
Corso di Laurea in Biologia molecolare	impedit et eaque	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea Magistrale in Scienze della natura	explicabo ab voluptas	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea in Astronomia	ullam ullam dignissimos	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea in Ingegneria Civile	aut pariatur a	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea in Informatica	alias voluptatibus sed	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea in Tecniche di Radiologia Medica	facilis adipisci provident	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea in Logopedia	doloribus nemo iure	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea in Tecniche di Neurofisiopatologia	et quasi enim	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea Magistrale in Economia e Diritto	facilis pariatur qui	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea Magistrale in Economia e Diritto	dolor repellat dignissimos	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane	magni magni omnis	44	Fulvio	Amato	NULL	ubianco@bellini.com	Strada Lombardi 855	78
Corso di Laurea in Scienze naturali	in dolorem sit	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Astronomia	corporis odit sint	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea Magistrale in Astronomia	fuga et aut	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Ingegneria Edile - Architettura	quas molestiae eveniet	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Ingegneria Edile - Architettura	nemo quis omnis	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea Magistrale in Ingegneria Civile	provident cumque voluptatem	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Ingegneria dell'Informazione	omnis voluptates enim	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Matematica	modi harum omnis	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Dietistica	laboriosam fugit et	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Igiene Dentale	voluptas aliquid molestiae	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Chimica	rerum et et	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	quasi occaecati nulla	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea Magistrale in Entrepreneurship and Innovation	nulla corporis fugit	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Lettere	quae inventore voluptatem	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Lingue, Letterature e Mediazione Culturale	numquam fugiat sed	45	Eusebio	Pellegrini	+16 76 8795400	prisca.giuliani@santoro.com	Borgo Elio 234 Piano 4	106
Corso di Laurea in Fisica	quis pariatur voluptatem	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea in Ingegneria Edile - Architettura	voluptatibus veniam consequatur	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea in Ingegneria dell'Informazione	est magni explicabo	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea in Infermieristica	suscipit velit labore	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea in Logopedia	nemo esse placeat	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	totam expedita vel	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea in Chimica	ea enim adipisci	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea in Scienza dei Materiali	ea quia quas	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea Magistrale in Chimica	voluptatem vel praesentium	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea in Statistica per le Tecnologie e le Scienze	excepturi aut eaque	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea Magistrale in Filologia Moderna	ea non vero	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	ut et quod	46	Eliziario	Palmieri	NULL	sriva@hotmail.com	Incrocio Testa 142 Piano 7	34
Corso di Laurea in Biologia molecolare	quo expedita et	47	Bibiana	Farina	NULL	lferrara@marino.it	Via Eusebio 167 Appartamento 28	196
Corso di Laurea Magistrale in Astronomia	quia rem voluptatum	47	Bibiana	Farina	NULL	lferrara@marino.it	Via Eusebio 167 Appartamento 28	196
Corso di Laurea in Ingegneria dell'Informazione	et sint porro	47	Bibiana	Farina	NULL	lferrara@marino.it	Via Eusebio 167 Appartamento 28	196
Corso di Laurea in Ingegneria dell'Informazione	voluptatem sunt sunt	47	Bibiana	Farina	NULL	lferrara@marino.it	Via Eusebio 167 Appartamento 28	196
Corso di Laurea in Informatica	minus facilis accusantium	47	Bibiana	Farina	NULL	lferrara@marino.it	Via Eusebio 167 Appartamento 28	196
Corso di Laurea in Dietistica	aut enim nesciunt	47	Bibiana	Farina	NULL	lferrara@marino.it	Via Eusebio 167 Appartamento 28	196
Corso di Laurea in Tecniche di Neurofisiopatologia	aut praesentium corrupti	47	Bibiana	Farina	NULL	lferrara@marino.it	Via Eusebio 167 Appartamento 28	196
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	repellendus veniam consequatur	47	Bibiana	Farina	NULL	lferrara@marino.it	Via Eusebio 167 Appartamento 28	196
Corso di Laurea in Diritto dell'Economia	perspiciatis magnam dolores	47	Bibiana	Farina	NULL	lferrara@marino.it	Via Eusebio 167 Appartamento 28	196
Corso di Laurea Magistrale in Biologia evoluzionistica	et harum nulla	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea in Ingegneria Civile	et voluptatem commodi	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea in Ingegneria Informatica	expedita consequatur nihil	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea in Informatica	sapiente nihil et	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea in Informatica	illum ex doloremque	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea in Dietistica	voluptate quos esse	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea in Tecniche di Laboratorio Biomedico	reiciendis molestiae qui	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea in Educazione Professionale	tempore quod eum	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea in Educazione Professionale	voluptatum blanditiis quia	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	quidem ipsa laborum	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea Magistrale in Chimica	eum pariatur quia	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea Magistrale in Entrepreneurship and Innovation	voluptas dolores quos	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea Magistrale in Filologia Moderna	dolor error porro	48	Nabil	Rossetti	NULL	ivonne.derosa@yahoo.it	Rotonda Carmela 10 Piano 1	88
Corso di Laurea in Biologia	sed est nemo	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea Magistrale in Biotecnologie industriali	a vero voluptatibus	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea Magistrale in Fisica	deserunt delectus eos	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea in Ingegneria Civile	vel quasi dolorum	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea in Ingegneria dell'Informazione	inventore enim qui	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea in Ingegneria Biomedica	impedit nobis exercitationem	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea in Educazione Professionale	fuga at officiis	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea in Logopedia	ratione repellendus eveniet	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	placeat qui eaque	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea Magistrale in Chimica Industriale	voluptatum voluptatibus corrupti	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea in Economia	est maxime ipsam	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea Magistrale in Business Administration	praesentium facilis quo	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea in Scienze Politiche	ut sint qui	49	Nathan	Cattaneo	NULL	fderosa@galli.com	Borgo Martino 82 Appartamento 07	22
Corso di Laurea Magistrale in Biologia molecolare	adipisci ea enim	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Astronomia	et aut enim	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Ingegneria Informatica	eos quis officiis	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Ingegneria Informatica	quo a qui	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Ingegneria Biomedica	iure facilis delectus	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea Magistrale in Matematica	amet dicta et	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Tecniche di Laboratorio Biomedico	culpa voluptas voluptatem	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Tecniche di Radiologia Medica	omnis fugit non	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Fisioterapia	et tempora perspiciatis	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Logopedia	adipisci ut suscipit	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Tecniche di Neurofisiopatologia	omnis libero autem	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Scienza dei Materiali	sit aut aliquam	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea Magistrale in Economics and Finance	labore dolorem ipsa	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea Magistrale in European and Global Studies	iusto consequatur quae	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	libero eius cum	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea in Lettere	quos aut dolore	50	Sarita	Donati	+21 443 59 54 4170	aparisi@galli.com	Borgo Ippolito 5 Piano 5	178
Corso di Laurea Magistrale in Biologia evoluzionistica	ipsam amet recusandae	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea Magistrale in Biologia molecolare	molestiae beatae est	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea in Astronomia	et quibusdam libero	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea in Ingegneria Biomedica	vel ut corporis	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea in Matematica	vel beatae illum	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea in Informatica	est est quo	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	suscipit ipsa et	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea Magistrale in Chimica Industriale	ut voluptatem nihil	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea Magistrale in Economia e Diritto	voluptas neque harum	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea in Diritto dell'Economia	porro aliquid est	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea in Scienze Politiche	doloribus iusto quia	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea in Relazioni Internazionali e Diritti Umani	fugit quis rerum	51	Folco	Piras	NULL	gregorio.valentini@gmail.com	Strada Neri 577	107
Corso di Laurea in Scienze naturali	molestiae consectetur vero	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Scienze naturali	odit nulla minus	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Astronomia	ratione aut quas	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Ingegneria Civile	asperiores odit incidunt	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Ingegneria dell'Informazione	nesciunt quo mollitia	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Ingegneria Informatica	at maxime et	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea Magistrale in Ingegneria dell'Automazione	culpa nemo aut	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Informatica	odio perspiciatis dolore	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Infermieristica	nemo tempore exercitationem	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Logopedia	facere sit est	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Chimica	quidem provident praesentium	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Chimica Industriale	aperiam nostrum sint	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Chimica Industriale	consequatur autem molestiae	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea Magistrale in Chimica Industriale	excepturi blanditiis fugiat	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Economia	minus maiores porro	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea Magistrale in Entrepreneurship and Innovation	veritatis et aliquam	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Lettere	velit maiores commodi	52	Pablo	Caruso	NULL	caio.caputo@conti.it	Borgo Elga 89	97
Corso di Laurea in Biologia molecolare	rerum quod quibusdam	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea in Biotecnologie	eaque sit impedit	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea in Fisica	iste tempora doloremque	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea in Fisica	tempore fugiat totam	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea in Ingegneria Informatica	debitis in quo	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
Corso di Laurea Magistrale in Matematica	saepe quo et	53	Cira	Caputo	NULL	amerigo.carbone@monti.org	Piazza Demian 856 Appartamento 63	51
